"geneid"	"SRR2040653"	"SRR2040654"	"SRR2040655"	"SRR2040656"	"SRR2040657"	"SRR2040658"
"WBGene00021848"	"9"	"0"	"2"	"1"	"1"	"0"
"WBGene00021853"	"565"	"887"	"564"	"954"	"1022"	"846"
"WBGene00021855"	"142"	"52"	"56"	"88"	"36"	"46"
"WBGene00021854"	"360"	"274"	"187"	"370"	"295"	"285"
"WBGene00022197"	"106"	"14"	"7"	"56"	"4"	"7"
"WBGene00000160"	"604"	"161"	"90"	"180"	"100"	"102"
"WBGene00022196"	"105"	"33"	"38"	"41"	"22"	"16"
"WBGene00007019"	"1713"	"488"	"405"	"768"	"469"	"350"
"WBGene00220200"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022198"	"402"	"57"	"28"	"68"	"12"	"15"
"WBGene00022195"	"359"	"93"	"129"	"285"	"139"	"139"
"WBGene00022194"	"383"	"313"	"2294"	"175"	"3407"	"2985"
"WBGene00022193"	"94"	"60"	"48"	"156"	"93"	"54"
"WBGene00022192"	"177"	"136"	"148"	"164"	"222"	"173"
"WBGene00022191"	"54"	"102"	"378"	"165"	"286"	"571"
"WBGene00019212"	"123"	"5"	"2"	"52"	"5"	"4"
"WBGene00196222"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199228"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201387"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198836"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196094"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200424"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023084"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00002915"	"545"	"155"	"196"	"349"	"166"	"211"
"WBGene00003941"	"1026"	"483"	"259"	"752"	"269"	"294"
"WBGene00200015"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022165"	"89"	"9"	"7"	"20"	"8"	"10"
"WBGene00303095"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022174"	"230"	"75"	"190"	"240"	"86"	"164"
"WBGene00022170"	"7905"	"8845"	"36547"	"10627"	"34947"	"44284"
"WBGene00022173"	"66"	"43"	"79"	"87"	"142"	"173"
"WBGene00022175"	"142"	"109"	"96"	"251"	"135"	"144"
"WBGene00023190"	"0"	"0"	"0"	"0"	"1"	"1"
"WBGene00022176"	"388"	"179"	"170"	"148"	"160"	"163"
"WBGene00022172"	"147"	"58"	"45"	"36"	"27"	"54"
"WBGene00022177"	"71"	"125"	"120"	"165"	"112"	"97"
"WBGene00022178"	"321"	"445"	"464"	"601"	"572"	"499"
"WBGene00022179"	"54"	"1"	"6"	"7"	"0"	"0"
"WBGene00022180"	"627"	"16"	"45"	"566"	"32"	"53"
"WBGene00195779"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022181"	"351"	"42"	"3"	"102"	"21"	"13"
"WBGene00166939"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022182"	"1625"	"623"	"649"	"1575"	"795"	"620"
"WBGene00002244"	"1449"	"961"	"675"	"818"	"902"	"893"
"WBGene00220199"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022171"	"17"	"13"	"94"	"72"	"141"	"154"
"WBGene00022185"	"139"	"295"	"1230"	"690"	"1909"	"2062"
"WBGene00022169"	"6130"	"4523"	"6278"	"6497"	"4465"	"5516"
"WBGene00044609"	"330"	"518"	"503"	"767"	"983"	"714"
"WBGene00006695"	"28"	"16"	"19"	"20"	"13"	"24"
"WBGene00044760"	"17"	"2"	"6"	"4"	"3"	"11"
"WBGene00022168"	"389"	"239"	"295"	"615"	"494"	"342"
"WBGene00007000"	"1448"	"749"	"493"	"562"	"583"	"657"
"WBGene00022167"	"880"	"382"	"148"	"390"	"190"	"129"
"WBGene00022166"	"32"	"15"	"10"	"9"	"10"	"1"
"WBGene00303208"	"439"	"162"	"135"	"195"	"89"	"137"
"WBGene00022188"	"946"	"349"	"182"	"341"	"213"	"136"
"WBGene00022190"	"82"	"6"	"10"	"35"	"12"	"17"
"WBGene00022189"	"9"	"1"	"1"	"5"	"6"	"3"
"WBGene00019261"	"497"	"282"	"129"	"127"	"298"	"166"
"WBGene00019260"	"68"	"132"	"262"	"110"	"225"	"356"
"WBGene00018992"	"76"	"5"	"3"	"25"	"0"	"6"
"WBGene00171201"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018991"	"656"	"461"	"278"	"793"	"393"	"483"
"WBGene00018990"	"21"	"8"	"5"	"15"	"8"	"6"
"WBGene00023300"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202462"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018989"	"73"	"19"	"20"	"38"	"21"	"16"
"WBGene00018988"	"21"	"2"	"1"	"9"	"3"	"0"
"WBGene00020598"	"17"	"18"	"30"	"17"	"41"	"34"
"WBGene00020599"	"449"	"79"	"67"	"616"	"63"	"86"
"WBGene00019994"	"116"	"21"	"9"	"40"	"17"	"12"
"WBGene00019995"	"45"	"26"	"6"	"44"	"25"	"2"
"WBGene00019996"	"2"	"1"	"0"	"3"	"0"	"1"
"WBGene00196541"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00219718"	"19"	"4"	"1"	"7"	"2"	"0"
"WBGene00019997"	"101"	"210"	"309"	"171"	"437"	"425"
"WBGene00194747"	"117"	"31"	"16"	"55"	"9"	"10"
"WBGene00019157"	"478"	"431"	"470"	"666"	"943"	"553"
"WBGene00019158"	"309"	"103"	"50"	"152"	"92"	"90"
"WBGene00019159"	"0"	"1"	"0"	"0"	"0"	"0"
"WBGene00021917"	"42"	"2"	"2"	"11"	"9"	"4"
"WBGene00195489"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021915"	"156"	"17"	"10"	"179"	"23"	"10"
"WBGene00021918"	"3"	"2"	"11"	"1"	"1"	"3"
"WBGene00000898"	"852"	"316"	"204"	"561"	"280"	"144"
"WBGene00219761"	"1"	"0"	"0"	"0"	"0"	"1"
"WBGene00021919"	"132"	"3"	"4"	"26"	"3"	"0"
"WBGene00167539"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198018"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199239"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019169"	"38"	"31"	"36"	"52"	"38"	"48"
"WBGene00019171"	"28"	"11"	"106"	"17"	"97"	"179"
"WBGene00019170"	"1125"	"388"	"331"	"1341"	"470"	"413"
"WBGene00219989"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200113"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201287"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196696"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195901"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006725"	"130034"	"192741"	"215519"	"193933"	"197665"	"248624"
"WBGene00045092"	"0"	"12"	"5"	"2"	"46"	"5"
"WBGene00044940"	"1"	"0"	"1"	"1"	"0"	"1"
"WBGene00019168"	"1331"	"1049"	"1252"	"1092"	"1449"	"1179"
"WBGene00004787"	"259"	"74"	"87"	"191"	"95"	"69"
"WBGene00019167"	"290"	"63"	"53"	"137"	"70"	"44"
"WBGene00023307"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00023373"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021818"	"70"	"29"	"90"	"44"	"214"	"151"
"WBGene00023375"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023376"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023377"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021819"	"48"	"28"	"29"	"44"	"62"	"53"
"WBGene00023378"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023379"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023380"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023381"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021820"	"695"	"289"	"194"	"378"	"349"	"276"
"WBGene00021817"	"100"	"46"	"67"	"51"	"47"	"59"
"WBGene00003175"	"172"	"104"	"157"	"291"	"171"	"142"
"WBGene00003304"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00016634"	"55"	"32"	"14"	"37"	"27"	"21"
"WBGene00219660"	"30"	"5"	"1"	"18"	"0"	"5"
"WBGene00219661"	"122"	"14"	"2"	"201"	"21"	"11"
"WBGene00016635"	"140"	"33"	"15"	"125"	"16"	"13"
"WBGene00016633"	"11"	"1"	"1"	"43"	"3"	"3"
"WBGene00020104"	"819"	"128"	"118"	"401"	"102"	"83"
"WBGene00020103"	"398"	"146"	"81"	"129"	"56"	"68"
"WBGene00020102"	"760"	"533"	"371"	"624"	"609"	"387"
"WBGene00020101"	"604"	"344"	"194"	"379"	"451"	"223"
"WBGene00020100"	"33"	"0"	"1"	"3"	"0"	"1"
"WBGene00023332"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023333"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00305998"	"0"	"0"	"0"	"1"	"1"	"1"
"WBGene00023334"	"0"	"1"	"0"	"0"	"0"	"0"
"WBGene00023127"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020105"	"87"	"68"	"655"	"69"	"751"	"1077"
"WBGene00006452"	"1882"	"622"	"1490"	"1218"	"1162"	"1203"
"WBGene00001494"	"19"	"6"	"9"	"21"	"18"	"10"
"WBGene00019174"	"56"	"8"	"14"	"28"	"5"	"7"
"WBGene00305995"	"44"	"5"	"4"	"37"	"11"	"19"
"WBGene00305996"	"9"	"1"	"1"	"5"	"2"	"1"
"WBGene00021799"	"32"	"6"	"8"	"20"	"7"	"7"
"WBGene00201324"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021800"	"1339"	"933"	"801"	"984"	"853"	"1002"
"WBGene00219264"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00050917"	"16"	"7"	"39"	"8"	"27"	"53"
"WBGene00021801"	"0"	"0"	"0"	"0"	"6"	"0"
"WBGene00021804"	"9"	"0"	"0"	"5"	"1"	"0"
"WBGene00021805"	"3"	"0"	"6"	"3"	"51"	"25"
"WBGene00021806"	"0"	"1"	"3"	"0"	"1"	"1"
"WBGene00021807"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00021808"	"911"	"360"	"322"	"1098"	"513"	"409"
"WBGene00021814"	"14"	"6"	"2"	"4"	"2"	"0"
"WBGene00021815"	"142"	"137"	"157"	"240"	"174"	"186"
"WBGene00021813"	"754"	"499"	"270"	"476"	"620"	"377"
"WBGene00021812"	"246"	"124"	"66"	"160"	"126"	"105"
"WBGene00196747"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021811"	"309"	"159"	"140"	"332"	"227"	"197"
"WBGene00021816"	"1073"	"378"	"277"	"946"	"375"	"391"
"WBGene00021810"	"166"	"90"	"45"	"137"	"129"	"56"
"WBGene00021809"	"3"	"14"	"18"	"9"	"17"	"16"
"WBGene00014758"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001559"	"222"	"36"	"36"	"159"	"75"	"58"
"WBGene00199325"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196864"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201924"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00170659"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00004183"	"76"	"26"	"7"	"62"	"24"	"40"
"WBGene00201429"	"0"	"1"	"0"	"1"	"0"	"0"
"WBGene00195271"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196295"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00009738"	"76"	"20"	"9"	"29"	"20"	"28"
"WBGene00199213"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199993"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199910"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00014299"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00008348"	"238"	"39"	"31"	"54"	"14"	"19"
"WBGene00003372"	"1791"	"614"	"1322"	"1246"	"960"	"1277"
"WBGene00010303"	"927"	"671"	"705"	"541"	"736"	"623"
"WBGene00010304"	"240"	"98"	"56"	"89"	"59"	"50"
"WBGene00003795"	"576"	"774"	"969"	"1236"	"902"	"774"
"WBGene00010305"	"1189"	"478"	"201"	"806"	"255"	"157"
"WBGene00010306"	"944"	"459"	"604"	"989"	"777"	"594"
"WBGene00219986"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00010450"	"247"	"135"	"128"	"108"	"242"	"99"
"WBGene00197916"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00014415"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00010449"	"26"	"9"	"9"	"18"	"5"	"13"
"WBGene00202321"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199510"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00004976"	"74"	"71"	"119"	"49"	"164"	"154"
"WBGene00010451"	"2"	"2"	"2"	"1"	"6"	"5"
"WBGene00219295"	"1"	"0"	"0"	"2"	"1"	"5"
"WBGene00007921"	"348"	"223"	"230"	"389"	"381"	"367"
"WBGene00007920"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00007927"	"470"	"275"	"229"	"256"	"154"	"272"
"WBGene00007922"	"608"	"377"	"273"	"417"	"753"	"325"
"WBGene00007923"	"358"	"198"	"61"	"196"	"119"	"110"
"WBGene00007924"	"1046"	"849"	"599"	"695"	"1315"	"384"
"WBGene00007928"	"54"	"27"	"9"	"67"	"11"	"15"
"WBGene00196492"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196628"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00007925"	"13"	"4"	"2"	"12"	"5"	"4"
"WBGene00007926"	"110"	"19"	"38"	"43"	"16"	"19"
"WBGene00001639"	"22"	"14"	"4"	"6"	"16"	"5"
"WBGene00010815"	"711"	"178"	"138"	"371"	"122"	"124"
"WBGene00010814"	"117"	"117"	"116"	"138"	"123"	"81"
"WBGene00004428"	"45734"	"82552"	"113487"	"79657"	"110956"	"136793"
"WBGene00010809"	"586"	"178"	"324"	"218"	"241"	"206"
"WBGene00010810"	"295"	"125"	"151"	"103"	"82"	"77"
"WBGene00219225"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00010812"	"130"	"164"	"57"	"175"	"112"	"80"
"WBGene00010811"	"209"	"113"	"63"	"67"	"45"	"29"
"WBGene00010813"	"121"	"58"	"70"	"99"	"77"	"98"
"WBGene00004451"	"80136"	"143433"	"139596"	"122041"	"151132"	"180030"
"WBGene00197670"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00008288"	"383"	"83"	"59"	"155"	"32"	"45"
"WBGene00000248"	"838"	"268"	"316"	"420"	"201"	"404"
"WBGene00198711"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199688"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044166"	"77"	"28"	"15"	"95"	"31"	"21"
"WBGene00219296"	"35"	"10"	"14"	"25"	"4"	"14"
"WBGene00008287"	"28"	"14"	"4"	"38"	"12"	"1"
"WBGene00008286"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200476"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003605"	"13"	"2"	"4"	"14"	"3"	"4"
"WBGene00200413"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00008180"	"2"	"0"	"4"	"0"	"0"	"2"
"WBGene00199419"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00197446"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196486"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196329"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00004213"	"777"	"104"	"72"	"273"	"66"	"58"
"WBGene00195294"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00004765"	"95"	"115"	"40"	"129"	"231"	"32"
"WBGene00202440"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00007859"	"308"	"232"	"379"	"217"	"368"	"299"
"WBGene00201466"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00219563"	"3"	"0"	"0"	"0"	"0"	"0"
"WBGene00007860"	"825"	"361"	"227"	"534"	"236"	"208"
"WBGene00196381"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006822"	"44"	"2"	"4"	"10"	"7"	"9"
"WBGene00008118"	"166"	"49"	"25"	"72"	"22"	"27"
"WBGene00008117"	"375"	"1514"	"3474"	"1969"	"6330"	"5711"
"WBGene00008120"	"183"	"37"	"18"	"79"	"19"	"18"
"WBGene00219568"	"0"	"1"	"0"	"0"	"0"	"0"
"WBGene00008119"	"898"	"462"	"415"	"668"	"440"	"324"
"WBGene00219570"	"21"	"26"	"23"	"27"	"22"	"17"
"WBGene00008121"	"443"	"38"	"32"	"184"	"35"	"29"
"WBGene00219569"	"10"	"2"	"3"	"3"	"1"	"1"
"WBGene00195321"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201171"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202195"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00012084"	"15"	"0"	"1"	"10"	"2"	"3"
"WBGene00000885"	"1780"	"1986"	"1539"	"2599"	"2298"	"2066"
"WBGene00003962"	"2054"	"834"	"3671"	"1828"	"3017"	"3353"
"WBGene00007573"	"1148"	"364"	"431"	"382"	"306"	"308"
"WBGene00007574"	"386"	"112"	"50"	"223"	"71"	"81"
"WBGene00006474"	"705"	"210"	"111"	"277"	"137"	"81"
"WBGene00007576"	"213"	"92"	"46"	"150"	"73"	"79"
"WBGene00007581"	"210"	"77"	"53"	"143"	"52"	"48"
"WBGene00007577"	"213"	"66"	"33"	"112"	"64"	"33"
"WBGene00007579"	"181"	"121"	"49"	"157"	"94"	"58"
"WBGene00007578"	"126"	"101"	"101"	"96"	"98"	"125"
"WBGene00184990"	"360"	"940"	"855"	"1085"	"1301"	"1211"
"WBGene00007580"	"1868"	"704"	"315"	"662"	"243"	"241"
"WBGene00045484"	"81"	"35"	"24"	"43"	"19"	"36"
"WBGene00009372"	"315"	"179"	"70"	"144"	"205"	"77"
"WBGene00009377"	"3630"	"10000"	"9971"	"6788"	"10308"	"15312"
"WBGene00009373"	"68"	"14"	"4"	"18"	"9"	"5"
"WBGene00009374"	"740"	"313"	"365"	"781"	"447"	"370"
"WBGene00199625"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003033"	"15"	"3"	"1"	"9"	"0"	"0"
"WBGene00009375"	"6"	"12"	"50"	"66"	"36"	"44"
"WBGene00008091"	"40"	"4"	"11"	"31"	"10"	"9"
"WBGene00008092"	"34"	"33"	"7"	"49"	"18"	"6"
"WBGene00002267"	"783"	"442"	"329"	"265"	"288"	"280"
"WBGene00000070"	"86"	"20"	"19"	"67"	"22"	"8"
"WBGene00200623"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201464"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202364"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199522"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200225"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200134"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003476"	"1428"	"455"	"206"	"773"	"321"	"212"
"WBGene00197284"	"4"	"0"	"0"	"1"	"0"	"0"
"WBGene00011974"	"15"	"4"	"6"	"12"	"4"	"6"
"WBGene00006591"	"75"	"56"	"46"	"95"	"43"	"41"
"WBGene00001086"	"881"	"164"	"123"	"490"	"291"	"159"
"WBGene00220044"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00000137"	"114"	"36"	"74"	"67"	"172"	"117"
"WBGene00011260"	"18"	"20"	"18"	"41"	"24"	"28"
"WBGene00007970"	"153"	"29"	"11"	"81"	"24"	"23"
"WBGene00194650"	"1"	"0"	"0"	"1"	"0"	"0"
"WBGene00007963"	"67"	"49"	"14"	"7"	"5"	"3"
"WBGene00007964"	"148"	"50"	"28"	"20"	"6"	"19"
"WBGene00014697"	"125"	"71"	"32"	"64"	"48"	"21"
"WBGene00044167"	"199"	"120"	"116"	"493"	"291"	"369"
"WBGene00007965"	"1049"	"407"	"182"	"394"	"184"	"170"
"WBGene00007966"	"130"	"173"	"159"	"228"	"194"	"216"
"WBGene00007967"	"148"	"25"	"18"	"91"	"7"	"17"
"WBGene00168344"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00000264"	"216"	"130"	"118"	"256"	"152"	"115"
"WBGene00164983"	"194"	"283"	"140"	"217"	"182"	"161"
"WBGene00007969"	"5021"	"824"	"662"	"1025"	"413"	"425"
"WBGene00004414"	"99278"	"194513"	"301923"	"191749"	"257232"	"370593"
"WBGene00006575"	"174"	"39"	"25"	"127"	"30"	"39"
"WBGene00171984"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00014202"	"1105"	"544"	"647"	"891"	"465"	"564"
"WBGene00003930"	"1526"	"354"	"205"	"652"	"194"	"247"
"WBGene00014204"	"1507"	"586"	"488"	"753"	"491"	"471"
"WBGene00014203"	"66"	"15"	"5"	"28"	"6"	"4"
"WBGene00014205"	"27"	"16"	"10"	"42"	"27"	"24"
"WBGene00014206"	"8"	"5"	"4"	"7"	"6"	"8"
"WBGene00014207"	"151"	"133"	"362"	"270"	"231"	"224"
"WBGene00009501"	"62"	"38"	"32"	"58"	"39"	"34"
"WBGene00009502"	"20"	"24"	"10"	"5"	"11"	"11"
"WBGene00003748"	"54"	"11"	"17"	"31"	"17"	"18"
"WBGene00219936"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00009503"	"301"	"37"	"10"	"213"	"30"	"11"
"WBGene00169109"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00011215"	"161"	"64"	"22"	"64"	"46"	"29"
"WBGene00011214"	"215"	"341"	"1045"	"304"	"1401"	"1275"
"WBGene00003423"	"749"	"507"	"1683"	"640"	"2034"	"1943"
"WBGene00303072"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00012379"	"103"	"183"	"222"	"226"	"557"	"294"
"WBGene00044230"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00007981"	"82"	"12"	"4"	"29"	"10"	"10"
"WBGene00007980"	"1932"	"795"	"421"	"810"	"372"	"471"
"WBGene00219850"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00007982"	"374"	"79"	"20"	"153"	"68"	"38"
"WBGene00173248"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00007983"	"108"	"9"	"12"	"15"	"5"	"4"
"WBGene00170819"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006537"	"6246"	"13587"	"19669"	"16352"	"35418"	"28238"
"WBGene00173378"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201111"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00011367"	"640"	"372"	"224"	"682"	"446"	"230"
"WBGene00011368"	"391"	"191"	"310"	"279"	"514"	"468"
"WBGene00194692"	"56"	"30"	"7"	"40"	"13"	"7"
"WBGene00002038"	"560"	"257"	"326"	"327"	"345"	"300"
"WBGene00200298"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198119"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199706"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00011369"	"32"	"13"	"14"	"47"	"12"	"16"
"WBGene00014728"	"0"	"8"	"2"	"1"	"2"	"0"
"WBGene00189944"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00004322"	"358"	"111"	"139"	"217"	"243"	"141"
"WBGene00001943"	"2"	"7"	"7"	"18"	"33"	"23"
"WBGene00001944"	"20"	"57"	"280"	"81"	"524"	"432"
"WBGene00008465"	"3"	"0"	"8"	"0"	"3"	"1"
"WBGene00198145"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00006811"	"93"	"29"	"81"	"120"	"68"	"114"
"WBGene00173646"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00002202"	"4102"	"2279"	"4160"	"3057"	"8570"	"5275"
"WBGene00007271"	"279"	"1"	"0"	"120"	"0"	"1"
"WBGene00007269"	"40"	"15"	"15"	"17"	"14"	"12"
"WBGene00170317"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00004392"	"5452"	"1930"	"406"	"1746"	"674"	"349"
"WBGene00007273"	"1"	"1"	"4"	"2"	"5"	"4"
"WBGene00007270"	"587"	"242"	"75"	"265"	"85"	"70"
"WBGene00197172"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196490"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195511"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006830"	"190"	"35"	"27"	"95"	"17"	"27"
"WBGene00200316"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199655"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00219843"	"0"	"0"	"0"	"0"	"1"	"1"
"WBGene00201040"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201819"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00007631"	"17"	"11"	"10"	"13"	"16"	"3"
"WBGene00007630"	"672"	"406"	"584"	"504"	"346"	"578"
"WBGene00006448"	"514"	"151"	"53"	"247"	"80"	"57"
"WBGene00007629"	"10"	"3"	"0"	"8"	"0"	"0"
"WBGene00219299"	"8"	"9"	"2"	"3"	"2"	"2"
"WBGene00007628"	"624"	"304"	"302"	"495"	"400"	"295"
"WBGene00004381"	"1184"	"361"	"199"	"446"	"162"	"145"
"WBGene00007627"	"746"	"444"	"386"	"773"	"549"	"342"
"WBGene00007626"	"291"	"128"	"108"	"210"	"121"	"128"
"WBGene00007625"	"2061"	"1116"	"1231"	"1492"	"2038"	"1138"
"WBGene00007624"	"832"	"592"	"350"	"542"	"412"	"332"
"WBGene00007632"	"5"	"1"	"0"	"6"	"0"	"2"
"WBGene00007623"	"549"	"517"	"955"	"1064"	"1239"	"887"
"WBGene00007622"	"180"	"108"	"59"	"72"	"104"	"92"
"WBGene00003073"	"964"	"306"	"295"	"373"	"277"	"274"
"WBGene00011278"	"267"	"5"	"6"	"192"	"4"	"5"
"WBGene00206525"	"24"	"3"	"5"	"11"	"4"	"4"
"WBGene00220047"	"0"	"1"	"0"	"0"	"0"	"0"
"WBGene00001034"	"367"	"180"	"82"	"188"	"114"	"127"
"WBGene00006959"	"1960"	"2428"	"1015"	"2973"	"3075"	"921"
"WBGene00011279"	"560"	"167"	"73"	"292"	"111"	"109"
"WBGene00196736"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00011280"	"42"	"21"	"4"	"23"	"16"	"8"
"WBGene00011281"	"432"	"162"	"80"	"286"	"130"	"120"
"WBGene00011282"	"2782"	"4931"	"3013"	"4435"	"6614"	"3857"
"WBGene00009647"	"31"	"3"	"0"	"16"	"1"	"2"
"WBGene00003401"	"579"	"597"	"200"	"694"	"464"	"404"
"WBGene00009649"	"26"	"25"	"134"	"13"	"60"	"156"
"WBGene00003619"	"228"	"47"	"6"	"57"	"30"	"17"
"WBGene00023423"	"5"	"1"	"0"	"9"	"0"	"3"
"WBGene00023422"	"1184"	"675"	"260"	"1082"	"489"	"474"
"WBGene00009648"	"519"	"157"	"100"	"333"	"91"	"90"
"WBGene00012858"	"230"	"120"	"112"	"142"	"115"	"116"
"WBGene00011604"	"251"	"117"	"85"	"169"	"105"	"103"
"WBGene00011605"	"1206"	"574"	"607"	"1006"	"918"	"556"
